ego_size	coreness	hub_score	constraint	eccentricity	local_scan	subgraph_centrality	transitivity
GTF3C2	5	4	4.34623630792406e-05	0.450251377410468	11	8	1460657291741.08	0.666666666666667
HNRNPH1	23	13	0.0151949690782006	0.0600188527316551	10	75	177575646749638688	0.229437229437229
VAMP3	20	7	0.00293861877312276	0.0632695358152161	10	34	6589664499611717	0.087719298245614
MLX	5	3	7.93857772103216e-05	0.25	10	4	4809368582626.18	0
CLCN3	3	2	2.96960310438747e-05	0.5	11	2	672939081455.463	0
PPP3CA	23	7	0.00862450030031701	0.0636445869549306	10	43	56758437334606168	0.0909090909090909
PPFIA4	7	5	0.000912024542850069	0.169746523212068	10	7	634790358776591	0.0666666666666667
MMS19	10	7	0.00179820791495204	0.112987986093781	10	10	2470422555736687	0.0277777777777778
CCDC120	4	3	0.000595689667955002	0.333333333333333	10	3	270763714709189	0
CNOT4	5	3	0.00124942801807789	0.300069444444444	10	5	1191171596143638	0.166666666666667
RSL1D1	3	2	0.00207686012948832	0.5	11	2	3291311378605649	0
TAF10	17	10	0.00157221213352623	0.0884565489032736	11	40	1898039063411627	0.2
TMED2	31	12	0.00371853787401768	0.0761071965140508	10	188	10551506692067508	0.363218390804598
CRKL	17	10	0.012123229766595	0.0750240339428666	10	40	112147995377115504	0.2
MAPK1IP1L	3	2	0.000423687601186189	0.5	10	2	137082775520327	0
YKT6	22	9	0.000331531224716491	0.0887931583377185	11	75	83876473576175.6	0.257142857142857
ACTR6	10	7	0.0097547533371855	0.13609977358438	10	18	72607646160621360	0.25
SKA2	4	3	0.000448699147304563	0.380085823991722	11	6	153629773891697	1
U2AF1L4	30	21	0.0301295248388868	0.0547222463965727	10	220	701157001881077632	0.470443349753695
CMPK1	3	2	0.000302832045365714	0.5	10	2	69997720375646.3	0
DFFB	2	1	3.19157574156155e-05	1	11	1	785765816993.699	NA
ESRRA	8	5	0.000647033976656395	0.142857142857143	10	7	320576521924714	0
CAMKK1	5	3	7.50865034394225e-05	0.25	11	4	4376095802989.09	0
ATG7	7	5	0.0194069629536775	0.264689051258363	10	10	287385488813689504	0.266666666666667
GNB2	42	11	0.00237741536031471	0.0432574483211527	9	131	4315057772311462	0.109756097560976
GTF2H3	15	11	0.00720584358150491	0.0926169427240759	10	48	39776568477578560	0.373626373626374
LMO7	3	2	0.00649829919401904	0.5	10	2	32221997399714440	0
WNT2	10	5	4.46190129398429e-05	0.121237997256516	11	11	1520030360671.03	0.0555555555555556
SRC	125	11	0.0365670046441133	0.0123156370218843	9	386	1020323059085198336	0.034356150013113
SOCS2	6	5	0.000351166609190161	0.214126996390768	10	6	94106787001960.3	0.1
SRF	22	8	0.00400820643146877	0.0505921642904729	10	28	12260826215572168	0.0333333333333333
PDHX	7	4	0.000427790175379132	0.294297682035777	10	12	139646615360205	0.4
NOL11	20	13	0.00703937450416771	0.116296384766223	11	119	37811007158075856	0.584795321637427
TAF15	6	4	0.00256062084068619	0.208540635817282	10	6	5012131385838866	0.1
GUCY1A2	4	3	0.000113780478999891	0.352719110294868	11	4	9878761272167.89	0.333333333333333
TXN	7	5	0.00214488218980692	0.166666666666667	10	6	3511480430602779	0
WDR61	10	8	0.00266568847022485	0.128609599108239	10	14	5443813870775674	0.138888888888889
WDR60	12	8	0.000824511920521844	0.180615152384477	10	41	518733785796920	0.545454545454545
RHPN1	4	3	0.000165607428266522	0.333333333333333	11	3	20933846182266.9	0
ENO1	5	4	0.00167255084650671	0.25	10	4	2134812709465864	0
ANTXR2	4	3	1.23880818461724e-05	0.333333333333333	12	3	117108828823.852	0
TNFRSF14	25	9	0.0168828119521781	0.0458794958927155	9	33	217511832233163008	0.0326086956521739
PON1	4	3	4.51969042840043e-05	0.371345328767081	11	5	1559061448705.4	0.666666666666667
SIN3B	14	7	0.000722229089507732	0.0869245430832254	10	19	398411353992057	0.0769230769230769
SUFU	16	6	0.00235897180803319	0.0707716049382716	10	16	4263638496005600	0.00952380952380952
SKP2	18	10	0.0379310325224538	0.0753718476280389	10	46	1097840125800341760	0.213235294117647
MED1	25	10	0.00266321277975772	0.054576771424324	10	51	5418083294886069	0.0978260869565217
ORC4	7	5	0.000664043804854555	0.250028542830317	10	15	336598649089035	0.6
IRF2	10	7	0.00410481167613418	0.115927018378977	10	12	12859119879920820	0.0833333333333333
ZNF446	7	3	0.000380874587140466	0.186118827160494	11	7	110704531992094	0.0666666666666667
SAE1	5	3	0.0003750707459105	0.25	10	4	107498835281473	0
PHF5A	32	23	0.0483760438842685	0.0522516408063314	10	252	1795085203502735872	0.475268817204301
HTATSF1	7	6	0.00580486191360982	0.175529298046826	11	11	25971744818951968	0.333333333333333
RCC2	18	11	0.0129876699023699	0.0724420340301122	10	41	128712993377956096	0.176470588235294
MMP19	2	1	4.78131986615026e-07	1	12	1	174472375.605079	NA
CDKN2C	9	6	0.000745090218305789	0.129780812558255	10	10	424061825065099	0.0714285714285714
SF3B4	7	5	0.00280924972781679	0.170581106532525	10	8	6053657069922906	0.133333333333333
RPS27L	34	26	0.383573094694545	0.0533166997122052	10	296	1.12265528886389e+20	0.498106060606061
DGCR8	2	1	9.26846902365002e-06	1	11	1	65625408003.7128	NA
SEH1L	8	6	0.000898290869037431	0.184631947408173	10	19	616141564445528	0.571428571428571
IRF7	8	5	0.00150513660593531	0.161503181162272	10	9	1730075076842765	0.0952380952380952
USP10	4	3	0.0196930200516796	0.333333333333333	10	3	295920151274447552	0
AP2M1	32	11	0.0138963823882333	0.0462450457808274	10	96	147352876271306656	0.139784946236559
TCERG1	17	10	0.00987892335133929	0.0662584065133446	10	29	75105704928363760	0.108333333333333
PYCARD	9	4	6.24640053558459e-05	0.196666578089569	10	14	2977869332267.94	0.214285714285714
CYP4F2	3	2	0.00107076387412284	0.512869237561889	10	3	874888515118408	1
MRPL21	51	29	0.00330594781764183	0.0595434362552168	10	862	557877729854606272	0.662857142857143
LYAR	27	12	0.145416184222615	0.0421622796532041	10	60	1.6135231332737e+19	0.104615384615385
LAMA5	12	5	0.000141835462775327	0.0985422405876951	11	12	15350891236760.4	0.0181818181818182
ASB7	6	5	0.0343647510112987	0.203950764051277	10	7	901106417110395520	0.2
DNA2	22	13	0.00571549644782958	0.0796303816866633	10	112	24934431679342416	0.433333333333333
FBXO4	3	2	0.000634471078702135	0.5	11	2	307167101712009	0
IRS1	32	11	0.00280279740201031	0.0429773928021153	10	85	5994907105972485	0.116129032258065
WARS	3	2	0.0151087141889047	0.5	10	2	174182751555367808	0
NUP88	15	10	0.00297023675527901	0.108370317535421	10	41	6751251549863890	0.296703296703297
TSC22D1	22	8	0.0215754940933846	0.0532600718701626	9	26	355215663568315648	0.0238095238095238
PTGER3	8	7	0.000186527428610904	0.155424116750365	10	17	26554397247998.1	0.476190476190476
RPS9	12	8	0.0287341286628123	0.0909090909090909	10	11	630008518438441472	0
PDCL	9	8	0.000325300883963158	0.136733689058788	10	16	80768531183013	0.285714285714286
NFAT5	2	1	3.98081617394931e-05	1	11	1	1211944873009.5	NA
TNFRSF18	5	3	0.00186890577241079	0.262126979103643	10	6	2665182667176215	0.333333333333333
UTP18	25	14	0.0265662789149789	0.119931639915928	11	216	538532082015442304	0.695652173913043
AXIN2	4	2	0.000555750855357715	0.333333333333333	11	3	235720505089287	0
MSANTD2	2	1	3.88399249220383e-05	1	10	1	1152032666260.7	NA
CST3	5	3	2.22723569493273e-05	0.275005165289256	11	5	378538924816.829	0.166666666666667
GPR176	9	8	0.000209345733020802	0.133765462846391	10	18	33448703645190.7	0.357142857142857
ONECUT1	3	2	5.95278905326268e-06	0.5	11	2	27046026750.6971	0
MRPL18	40	29	0.00270562908311391	0.065816196974937	11	575	360665252615180608	0.723346828609986
ADRA1A	14	8	0.00021400755317655	0.0867475766203828	10	24	34956760217862.8	0.141025641025641
GPD2	2	1	2.27791848414146e-05	1	11	1	395985762528.275	NA
NPAT	3	2	0.000551237515004921	0.5	10	2	232274121342102	0
LAMTOR4	3	2	1.06141884295862e-05	0.5	11	2	86083274973.7812	0
EXOSC2	8	5	0.00143367210763163	0.142857142857143	11	7	1568563629139161	0
RASA2	3	2	9.95768923302504e-05	0.5	10	2	7568843099124.77	0
ZNHIT3	2	1	6.27277776328652e-05	1	11	1	3005536977960.25	NA
POMP	4	3	0.00049549032789204	0.36817328757706	11	6	187377084868546	1
PEX12	3	2	7.48285647678043e-07	0.5	12	2	427363289.026944	0
FSCN1	14	7	0.0116036508622494	0.0787702604434039	10	15	102740747096670560	0.0256410256410256
PIP5K1C	3	2	8.47406346710874e-05	0.5	10	2	5479954752296.3	0
GRIK5	8	4	6.38455099589888e-05	0.142857142857143	11	7	3111103089101.68	0
RAB2A	5	4	0.00337656931913323	0.261992223370064	10	5	8699959797817105	0.166666666666667
POLD3	17	13	0.006316223051307	0.121562935894419	10	102	30451152291063544	0.716666666666667
LTA	7	3	0.000806613210953378	0.190154320987654	10	7	496527860819188	0.0666666666666667
APOA2	5	2	2.61816608228727e-05	0.301136111111111	11	5	523220643852.741	0.166666666666667
PRPF40A	60	21	0.0335493249866506	0.0248577935607233	9	294	866558809404556288	0.137346580946815
RNH1	3	2	0.000529264139422696	0.5	10	2	214017949533819	0
CD81	7	3	1.82760095529711e-05	0.179015775034294	12	7	254876067003.309	0.0666666666666667
CLSPN	30	15	0.00864775978476129	0.0687126709279122	10	195	57073987913050472	0.408866995073892
MYL6	19	8	0.0273032347787406	0.0811453604089002	10	49	568833670836340352	0.202614379084967
PSMD2	36	23	0.00721356772054564	0.0694775940471834	9	363	39720432637782448	0.551260504201681
SERPINH1	13	7	0.0106605801371154	0.0906628840841411	10	17	86719048889470992	0.0757575757575758
TRAF1	34	9	0.0496583754572834	0.0419420362423138	10	68	1881632201300649728	0.0662878787878788
RNGTT	5	4	0.00363695890475072	0.279794976849753	10	9	10121181256129268	0.833333333333333
RAB5B	9	5	0.00123771542042282	0.136969171689227	11	12	1168947911326282	0.142857142857143
ADH5	2	1	0.000112499836066826	1	11	1	9696562920095.63	NA
POLD2	26	13	0.0100278641079226	0.0788804074267924	10	146	76814772187521392	0.403333333333333
CD19	10	7	0.000963797211526862	0.146737459612823	10	19	708839875684659	0.277777777777778
LSM12	3	2	0.00324600299651265	0.5	10	2	8040139001091475	0
UTP14C	20	12	0.00743696765553328	0.116549918912266	11	109	42202849824414776	0.526315789473684
PTS	5	3	0.000595539319656922	0.25	10	4	270672311701787	0
IKZF1	5	3	0.000389833203763878	0.301358039277463	10	5	116226171908684	0.166666666666667
ADAM10	5	4	0.000205551609309058	0.25	11	4	32240785280469.1	0
LENG8	2	1	4.12329261205427e-05	1	11	1	1297903105147.08	NA
GAB1	17	10	0.00929618226551089	0.0732199226209829	10	34	65942819633915768	0.15
EIF2AK2	20	8	0.0108474612827589	0.0564741604817197	10	24	89785839250046528	0.0292397660818713
STON1	4	3	1.75067240168357e-05	0.459876543209876	11	4	233871471955.389	0.333333333333333
NDUFS1	29	21	7.65899686648435e-05	0.117453843503654	11	321	4483027545180.34	0.775132275132275
XRCC4	14	7	0.00266198414236963	0.11159195884243	10	25	5409243776862611	0.153846153846154
FBN1	9	5	3.98580608485134e-05	0.220603232178288	11	17	1212261368127.2	0.321428571428571
LSM5	59	23	0.0606433187545043	0.0413056154216324	10	817	2838606203109203968	0.459165154264973
PLEKHM1	3	2	0.00048152629183109	0.5	10	2	176929648608804	0
STRN	17	7	0.000731903711433981	0.0966686079206911	10	38	408884156241650	0.183333333333333
FRYL	3	2	0.000463374711765571	0.5	10	2	164130049961935	0
GATA1	8	6	0.000797970320649072	0.178126297172795	9	15	486251375932842	0.380952380952381
SLU7	15	12	0.011111799532389	0.0898763341694749	11	41	95050603465591632	0.296703296703297
ACTR5	8	6	0.000167292939338776	0.268125992072403	11	19	21389532525566.2	0.571428571428571
ACP5	8	4	0.000742081202704961	0.142857142857143	9	7	420249760462597	0
PRCC	13	10	0.00769293938019981	0.10159044417188	10	29	45720544345214600	0.257575757575758
HK1	2	1	2.94702314446641e-05	1	11	1	662774272723.604	NA
UBR2	12	8	0.00503500245843972	0.0946872732630352	10	14	19344182107671224	0.0545454545454545
IL10	2	1	1.05980442412014e-16	1	1	1	1.54308063481524	NA
MPP1	4	2	0.000144057685901646	0.333333333333333	11	3	15835384239420.9	0
VPS35	10	5	0.00929874745559518	0.155496966864077	10	14	65978931601304152	0.138888888888889
GADD45G	21	10	0.0194135685694099	0.0618606807947978	9	39	287582434664221696	0.1
HLA-DRB3	2	1	9.84425506311291e-07	1	12	1	740347119.092454	NA
ATP6V1A	13	6	1.51181506918874e-05	0.188608226619615	11	42	174409193537.834	0.454545454545455
ALDH5A1	2	1	7.93710301727235e-06	1	12	1	48077293897.779	NA
CPN1	6	3	9.93022005195849e-05	0.237896296296296	11	7	7524699507308.7	0.2
HDAC2	79	12	0.0215473039675539	0.0196369047297146	9	217	354391059382278976	0.0462870462870463
CRHR2	4	2	3.17941327236042e-16	0.333333333333333	2	3	3.18315980827349	0
ZMYND8	4	3	6.84870059028352e-05	0.378810783572688	11	4	3583107085369.59	0.333333333333333
RAD1	20	13	0.00451690113099676	0.0961840034616387	10	112	15572319274140554	0.543859649122807
KMT2C	3	2	0.000150324940014362	0.549138270655636	10	3	17254601152080.1	1
SHC1	47	11	0.0124576082325356	0.0312839276944773	10	135	118422479636524896	0.0859903381642512
SELENON	3	2	0.00107076387412284	0.512869237561889	10	3	874888515118408	1
IRF1	4	3	0.000624503762998762	0.333333333333333	10	3	297594663119544	0
PKNOX1	4	3	0.000365492005579665	0.333333333333333	11	3	101933533997568	0
ASAP1	15	10	0.012839060185574	0.0809764550915756	10	36	125783037850512816	0.241758241758242
KDELR3	15	12	0.000242046680768599	0.134017865865366	10	70	44715157051998.1	0.615384615384615
UNC119	22	7	0.00237599822321538	0.0476190476190476	10	21	4703374147988737	0
GNA14	40	11	0.000616943096100383	0.0451785729049834	10	128	290471391882543	0.120107962213225
MRPL52	34	29	0.00233488668399608	0.0682781679527269	10	417	259840473557168672	0.727272727272727
KARS	14	8	0.00208935025147037	0.153392469900992	10	41	3331065861898253	0.358974358974359
COG8	17	6	0.000157298519363435	0.106323236063395	11	36	18880801440231.2	0.166666666666667
MCFD2	3	2	6.45200775899114e-05	0.5	11	2	3176622780716.73	0
PIK3CB	14	10	0.00302573170171077	0.0931950029800988	10	31	6986352803836714	0.230769230769231
DBF4B	2	1	0.000137101114682291	1	11	1	14345436331896.2	NA
ITGA11	2	1	0.000113595134111288	1	11	1	9846401051282.45	NA
ATP5MF	6	3	9.17268353684342e-05	0.2	11	5	6443013748187.15	0
S100A16	2	1	1.05980442412014e-16	1	1	1	1.54308063481524	NA
F5	7	5	2.05949713950097e-05	0.226654098980614	11	11	323696716102.154	0.333333333333333
POLDIP2	5	4	0.00119031089454949	0.256692292901779	11	5	1081861605923580	0.166666666666667
PPBP	12	5	0.000259586818130065	0.102085503787087	10	13	51423137867417.3	0.0363636363636364
SNX5	7	5	0.000719284515772731	0.166666666666667	10	6	394800139691473	0
IMP4	26	14	0.027427996336496	0.116351621102246	11	225	574034898846192960	0.666666666666667
CCR3	18	9	0.000436743874400984	0.0623072766840443	9	33	145600149026625	0.117647058823529
DYNC1H1	31	10	0.0155217552305089	0.0449622996137573	10	70	183840906032804448	0.0919540229885057
CAPZA2	2	1	0.000163933384039101	1	11	1	20699688949886.3	NA
EZR	29	9	0.00690582115660518	0.0408521787572653	9	42	36395663622004416	0.037037037037037
TXK	9	7	0.00108312031402893	0.140969585424152	11	14	895194697675291	0.214285714285714
CLIC1	4	3	0.00760738309513551	0.333333333333333	9	3	44162986686824600	0
CCT6A	10	8	0.00153144285202616	0.196669948028906	10	38	1790306227659115	0.805555555555556
GIT2	10	7	0.00432277957739621	0.147278755059173	10	18	14258639862625550	0.25
LAT2	2	1	0.000440575336659451	1	11	1	148119744200250	NA
ADCY4	5	3	0.000127744227315121	0.25	10	4	12469809951922.6	0
SUZ12	17	9	0.0009543693665923	0.0987362449177574	10	46	695920428684912	0.25
SERPINE2	7	5	3.37789027970372e-05	0.178679861026933	11	8	870798312633.999	0.133333333333333
AGTRAP	2	1	1.56758536053634e-05	1	11	1	187529402018.402	NA
HIST1H2AB	4	3	0.000302588650980166	0.372205106470841	10	4	69893329792597.5	0.333333333333333
VPS26A	4	3	0.000280944462452417	0.497942386831276	11	6	60228920226923.1	1
SMNDC1	23	15	0.0204158975475432	0.0571574284993014	10	79	320371693800011584	0.246753246753247
GRPEL1	9	4	0.000362067874962176	0.281239833317586	11	21	100036528091877	0.464285714285714
LIMK1	13	5	0.00329772753693407	0.094974794271457	10	16	8298272861821092	0.0606060606060606
F2R	11	6	0.000124796937030398	0.1	11	10	11885183222983.3	0
UBE2M	10	6	0.038100265456344	0.124592085725684	10	16	1.107658145193e+18	0.194444444444444
MED19	17	10	0.00840726903016998	0.0866580961280697	10	53	54140814219430728	0.308333333333333
KPNA3	7	6	0.00434000305900186	0.166666666666667	10	6	14390703604210384	0
DDX42	32	20	0.0371103522277641	0.0482750235866938	10	175	1056069039125173504	0.309677419354839
DAZAP2	23	8	0.0220550925438445	0.048668719147969	10	30	371166019294950912	0.0346320346320346
FHOD1	7	4	0.000645104541040928	0.172880382103867	10	7	317550795828132	0.0666666666666667
FSTL3	4	3	0.00100494129687535	0.333333333333333	10	3	770640706540722	0
PUM1	3	2	0.000255079935700514	0.5	10	2	49777653617348.6	0
HTT	33	10	0.0115665979989068	0.0328670012977228	9	42	102110424077577072	0.0201612903225806
CALD1	4	3	0.00799208749985596	0.333333333333333	9	3	48739179558978592	0
PAK4	15	9	0.0110939912020889	0.0763801824497603	10	23	93916995754744144	0.0989010989010989
ITGA2	9	5	0.000250228024786405	0.13773229864709	11	12	47779037731868.6	0.142857142857143
SRSF5	62	23	0.0662483791260009	0.0320886183908075	10	593	3372876581321226240	0.290710382513661
NUP93	21	10	0.00519592869317683	0.0765636817069437	10	61	20665027308579408	0.215789473684211
DOCK8	4	3	0.000147662967529384	0.333333333333333	11	3	16638857580638.2	0
DHX29	3	2	3.18735723420415e-05	0.5	11	2	775244013504.752	0
ATG3	8	5	0.000492075692457588	0.219362459057697	11	11	184789684241870	0.19047619047619
TIA1	6	5	0.00465089428044067	0.212913343808109	10	8	16585538511719852	0.3
NCOA4	6	5	0.000915738492949181	0.203230043926455	10	6	640981816922776	0.1
SH2D3C	5	4	0.000488272404601573	0.273229947546136	10	5	181934135147157	0.166666666666667
TIMM50	22	9	0.0108746295741426	0.0750700210327288	10	40	90236756273092464	0.0904761904761905
SNRPD3	36	21	0.0298166786362309	0.0441846258129293	10	204	685019656441817472	0.284033613445378
VTI1B	5	4	0.000197294946387895	0.288265306122449	11	5	29714655962639.8	0.166666666666667
RALA	16	6	0.0024983961461465	0.0712247872157733	9	18	4763585386844542	0.0285714285714286
RIPK2	24	8	0.0194190176600467	0.0498352906220542	9	29	287743832347649664	0.0237154150197628
AXIN1	16	9	0.0218289414544753	0.0724882851464424	10	21	363592702703686720	0.0571428571428571
PLCB1	10	7	0.000444226283936151	0.114083893465399	9	11	150598896021080	0.0555555555555556
PDZRN3	3	2	5.22491541268739e-05	0.5	10	2	2085620045615.88	0
NFASC	12	5	0.000647108041972697	0.101860331621481	10	14	319559389878059	0.0545454545454545
SPP1	10	6	0.000141502128403735	0.114540466392318	10	10	15283700358409.9	0.0277777777777778
MET	23	9	0.00903546427849618	0.0504183968636223	10	38	62295784806892608	0.0692640692640693
AKR1C1	2	1	3.00179908598506e-06	1	12	1	6875767527.77935	NA
RAP2A	9	5	0.000365860085609356	0.125	10	8	102165703999715	0
F12	6	4	0.000172827261460478	0.222844444444444	11	6	22792336910171.7	0.1
