gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality
1499	COMMD8	3.90988958803277	2	0.000237	62.5	838.384082	0.00045	0	0	4.4e-05	2254.651203	2126.588095
1500	COMT	3.981241837825	3	0.000356	50.666667	5445.704452	0.000297	0	0	6.6e-05	12886.459402	2089.607143
1501	COP1	3.84720408405556	7	0.000831	33.714286	646.702411	0.000768	0.333333	7	7.7e-05	1388.577836	2169.27381
1502	COPA	3.94503146147453	23	0.002731	25.043478	5932.647481	0.000131	0.43083	109	0.000218	12923.527164	2118.822619
1503	COPB1	3.70295619138074	30	0.003562	24.133333	31000.937333	0.000297	0.289655	126	0.000293	63480.516314	2269.032143
1504	COPB2	3.64264513831177	41	0.004868	23.073171	50088.961056	0.000315	0.253659	208	0.00039	103273.452977	2313.47381
1505	COPE	4.00201828327199	21	0.002493	25.333333	4978.236587	0.000106	0.514286	108	0.000193	10733.415149	2086.172619
1506	COPG1	3.59800546123709	34	0.004037	28.117647	51048.196166	0.000409	0.297683	167	0.00032	103811.073005	2348.354762
1507	COPG2	4.52985872017096	3	0.000356	26.333333	235.251588	1.1e-05	0.333333	1	4.6e-05	520.851606	1822.75119
1508	COPS2	3.71518461355811	10	0.001187	30.9	5625.112214	0.000626	0.133333	6	0.000119	13007.312837	2253.970238
1509	COPS3	4.09901460287309	5	0.000594	23.6	186.434422	0.000344	0.5	5	6.9e-05	470.185328	2028.172619
1510	COPS4	3.99513237563813	12	0.001425	14.25	14626.681474	0.000363	0.166667	11	0.000166	32520.293815	2085.015476
1511	COPS6	3.40389409948949	48	0.005699	20.0625	141122.421242	0.004484	0.007979	9	0.000619	283629.801194	2498.02619
1512	COPS7A	3.84518580078357	11	0.001306	21.181818	2823.77134	0.001541	0.218182	12	0.000128	7062.706689	2170.597619
1513	COPS7B	4.21120740828683	4	0.000475	26.5	132.620466	0.00107	0.666667	4	5.7e-05	268.945696	1970.092857
1514	COPS8	4.08512406505996	7	0.000831	22.428571	359.664611	0.001287	0.571429	12	8.8e-05	980.784916	2039.05119
1515	COPZ1	3.98207289564288	30	0.003562	20.833333	16393.661252	0.000146	0.301149	131	0.000295	32705.105698	2101.775
1516	COPZ2	4.00320550872611	29	0.003443	20.37931	7604.507065	0.000149	0.26601	108	0.000271	15373.724759	2090.733333
1517	COQ6	5.39463374094741	1	0.000119	4	0	1e-06	0	0	4.2e-05	0	1509.400397
1518	COQ8A	4.52047963908346	1	0.000119	27	0	8e-06	0	0	3.1e-05	0	1819.708333
1519	COQ9	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
1520	CORO1A	4.77264632553722	2	0.000237	13	553.138616	2e-06	0	0	4.9e-05	1361.855505	1723.612698
1521	CORO1B	4.48901816454945	2	0.000237	12.5	493.629482	3.3e-05	0	0	4.5e-05	1432.906756	1831.808333
1522	CORO1C	3.81918556333848	1	0.000119	210	0	0.000885	0	0	2.7e-05	0	2179.039286
1523	CORO2A	4.15980054612371	2	0.000237	42	0	7e-05	1	1	3.6e-05	0	1990.217857
1524	COTL1	3.7734773833551	5	0.000594	58	10155.355771	0.000775	0	0	8.3e-05	21658.13619	2216.4
1525	COX17	3.76730381099371	7	0.000831	43.571429	2919.159087	0.002288	0	0	9.5e-05	5792.170498	2214.930952
1526	COX4I1	4.50504570817998	7	0.000831	7.571429	696.340966	1.9e-05	0.714286	15	0.000115	2228.103083	1827.521429
1527	COX5A	3.8538525465986	10	0.001187	23.3	26640.366804	0.000648	0.377778	17	0.000155	53970.031523	2166.438095
1528	COX5B	3.88436424076932	7	0.000831	19	18362.823753	0.000113	0.714286	15	0.000112	36744.736225	2136.861905
1529	COX6B1	4.626261427045	6	0.000712	7.333333	0	1.5e-05	1	15	0.000102	0	1776.076984
1530	COX6C	4.61628873323044	7	0.000831	6.714286	63.032995	1.5e-05	0.809524	17	0.000118	203.074923	1781.138889
1531	COX7A2L	4.50338359254422	4	0.000475	12	697.801504	1.9e-05	0.5	3	7.5e-05	2108.793588	1827.05
1532	COX7B	4.626261427045	6	0.000712	7.333333	0	1.5e-05	1	15	0.000102	0	1776.076984
1533	COX7C	4.61628873323044	7	0.000831	6.714286	63.032995	1.5e-05	0.809524	17	0.000118	203.074923	1781.138889
1534	CP	4.58827021251336	2	0.000237	21.5	322.624273	4e-06	0	0	4.8e-05	785.15553	1795.74246
1535	CPB2	4.37943725513475	3	0.000356	27.333333	616.189814	9e-06	0	0	6.1e-05	1226.64506	1886.560714
1536	CPE	3.82619019351775	8	0.00095	31.125	31159.592353	0.000287	0.035714	1	0.00013	62828.796913	2181.632143
1537	CPEB1	4.46337409474059	1	0.000119	12	0	2.1e-05	0	0	3.1e-05	0	1842.260714
1538	CPEB3	4.47952036091654	1	0.000119	11	0	3.8e-05	0	0	3.1e-05	0	1833.578571
1539	CPLANE2	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
1540	CPLX1	4.46123708892319	3	0.000356	21	67.634536	4.4e-05	0.666667	2	5.5e-05	280.744478	1848.54246
1541	CPN1	4.44687166092841	5	0.000594	10.6	9436.333244	7e-06	0.1	1	0.000113	19582.846677	1853.986905
1542	CPN2	5.41944675293838	1	0.000119	5	0	0	0	0	3.7e-05	0	1503.271032
1543	CPNE1	3.87451026950018	12	0.001425	11.333333	15473.685543	0.000203	0.106061	7	0.000184	33569.407718	2144.954762
1544	CPNE3	4.38038703549804	1	0.000119	24	0	9.6e-05	0	0	2.8e-05	0	1880.854762
1545	CPNE4	3.86572480113974	11	0.001306	11	7596.552833	0.000229	0.127273	7	0.000158	17049.174039	2150.62619
1546	CPNE7	4.42680755075389	1	0.000119	35	0	2.2e-05	0	0	3e-05	0	1860.134524
1547	CPNE8	4.06980885670189	1	0.000119	67	0	0.000131	0	0	2.8e-05	0	2030.404762
1548	CPOX	4.6325537219518	1	0.000119	9	0	5e-06	0	0	3e-05	0	1771.32381
1549	CPS1	4.00736079781551	2	0.000237	42	23.337636	7.4e-05	0	0	3.9e-05	44.431417	2062.914286
1550	CPSF1	3.58447109106019	32	0.0038	46.1875	8904.708777	0.008603	0.300403	149	0.000213	17664.619615	2355.171429
1551	CPSF2	3.50860738454232	54	0.006412	47.203704	15266.12188	0.017418	0.301887	432	0.000337	28927.020597	2422.37381
1552	CPSF3	3.46420515255847	40	0.004749	52.5	8592.223332	0.013761	0.347436	271	0.000247	15927.8044	2448.561905
1553	CPSF4	3.7077050931972	15	0.001781	58.466667	8500.523092	0.007183	0.380952	40	0.000116	16979.752516	2262.209524
1554	CPSF6	3.60180458269025	12	0.001425	31.333333	25021.969321	0.00121	0.015152	1	0.00017	51897.583482	2327.363095
1555	CPSF7	3.75044520954529	8	0.00095	52.875	4399.435798	0.001676	0.214286	6	8.6e-05	8916.176923	2236.87619
1556	CPVL	3.93541493529621	2	0.000237	74	114.414959	0.00075	0	0	3.2e-05	303.674151	2111.495238
1557	CPXM2	4.30772883770628	1	0.000119	59	0	4.1e-05	0	0	3.1e-05	0	1916.121429
1558	CR1	4.78511219280541	2	0.000237	7	157.930659	3e-06	0	0	5.2e-05	538.498231	1712.936111
1559	CR2	4.51383117654042	3	0.000356	8.333333	3226.768097	8e-06	0	0	6.5e-05	6770.230389	1825.765476
1560	CRABP1	4.88685741422296	1	0.000119	9	0	5e-06	0	0	3.6e-05	0	1676.852381
1561	CRABP2	4.54553009616526	1	0.000119	13	0	9e-06	0	0	2.9e-05	0	1805.944048
1562	CRADD	3.74700225572836	8	0.00095	37.25	8108.54346	0.002283	0.071429	2	0.000109	16812.753248	2230.861905
1563	CRCP	4.54968538525466	2	0.000237	24.5	6.113076	5.6e-05	0	0	3.6e-05	15.04033	1816.297619
1564	CRCT1	3.97613676837231	3	0.000356	47.333333	301.795963	0.000121	0.333333	1	5.2e-05	589.070836	2089.302381
1565	CREB1	3.23269618900629	36	0.004275	36.111111	112509.131099	0.001383	0.036508	23	0.000418	227158.161173	2626.721429
1566	CREB3L1	4.83461949424196	3	0.000356	11	0	6e-06	1	3	5.4e-05	0	1696.970238
1567	CREB3L3	4.89113142585777	3	0.000356	10	12.175082	5e-06	0.666667	2	5.3e-05	43.464402	1676.440476
1568	CREB3L4	4.32791167042621	8	0.00095	10.125	13663.042996	2.5e-05	0.142857	4	0.000131	31153.360955	1910.919048
1569	CREB5	3.85159681823578	20	0.002375	16.1	6256.507409	0.000251	0.236842	45	0.000238	13910.512763	2168.07619
1570	CREBBP	3.0531877003443	99	0.011755	27.69697	338511.891468	0.004815	0.031334	152	0.00109	663317.052773	2817.538095
1571	CREBRF	4.68443547429657	1	0.000119	33	0	0.000206	0	0	2.4e-05	0	1758.394048
1572	CREBZF	4.20230321738098	6	0.000712	11.833333	1351.306092	9.1e-05	0.2	3	9.4e-05	3994.893166	1969.590476
1573	CRELD1	3.96497684910364	5	0.000594	37.6	2642.315008	0.000148	0	0	7.8e-05	5797.347077	2101.503571
1574	CRELD2	4.79947762080019	1	0.000119	6	0	6e-06	0	0	3.7e-05	0	1706.628175
1575	CREM	3.80565119316158	7	0.000831	31.714286	3666.81088	0.000162	0.285714	6	9.7e-05	8195.073819	2189.12381
1576	CRH	4.82832719933515	2	0.000237	5.5	4299.809901	3e-06	0	0	6.5e-05	8516.131995	1698.009127
1577	CRHBP	5.66733942775733	1	0.000119	4	0	0	0	0	4.6e-05	0	1434.745635
1578	CRHR1	3.85622699750683	7	0.000831	35.428571	43905.699605	0.000166	0.047619	1	0.000145	84909.681737	2163.664286
1579	CRHR2	5.66662709248486	4	0.000475	2.25	8211.751959	0	0	0	0.000146	16495.954122	1436.745635
1580	CRIP2	4.01757093672088	5	0.000594	20.8	2259.322889	4.7e-05	0	0	8.8e-05	5801.87581	2062.142857
1581	CRIPAK	3.73441766591476	2	0.000237	88	0	0.000168	1	1	3.8e-05	0	2225.833333
1582	CRIPT	3.96533301673988	3	0.000356	62.333333	1881.425091	9.7e-05	0.333333	1	5.7e-05	3301.575495	2094.479762
1583	CRK	3.06707823815743	105	0.012467	26.695238	322995.326225	0.004763	0.046337	253	0.001283	620915.688583	2798.678571
1584	CRKL	3.3851359373145	24	0.00285	42.958333	7451.026402	0.001933	0.173913	48	0.000265	14728.495341	2493.169048
1585	CRLS1	4.22925323518936	2	0.000237	37	0	0.00015	1	1	3.5e-05	0	1955.452381
1586	CRMP1	3.74367802445684	12	0.001425	18.416667	16393.540314	0.000329	0.030303	2	0.000174	36818.939949	2226.846429
1587	CRNKL1	3.45470734892556	65	0.007718	61.615385	16246.60274	0.028447	0.501923	1044	0.000368	31144.63634	2465.219048
1588	CRP	5.13593731449602	1	0.000119	8	0	1e-06	0	0	3.8e-05	0	1589.986508
1589	CRTC1	3.8100439273418	3	0.000356	66.666667	879.732096	0.000267	0	0	4.9e-05	2092.001007	2185.92381
1590	CRTC2	3.72040840555622	7	0.000831	59	9900.678908	5e-04	0.238095	5	0.000112	20162.244846	2248.166667
1591	CRX	3.84162412442123	5	0.000594	41	17841.036757	0.000331	0	0	0.000128	36880.987622	2175.028571
1592	CRY1	3.90514068621631	11	0.001306	16.727273	6532.801406	0.000351	0.2	11	0.000138	15005.863107	2131.089286
1593	CRY2	4.18722545411374	7	0.000831	11.142857	390.067187	0.000172	0.52381	11	9e-05	1024.49341	1976.722619
1594	CRYAA	4.32470616170011	3	0.000356	12	8292.597573	0.000136	0	0	7.2e-05	16654.104015	1907.188095
1595	CRYAB	4.39795797221892	6	0.000712	8.166667	17585.378311	1.2e-05	0.066667	1	0.000136	35668.356992	1874.255952
1596	CRYBB2	5.37041434168349	2	0.000237	4	0	0	1	1	6.5e-05	0	1517.122222
1597	CRYBG1	4.50255253472634	1	0.000119	16	0	2.3e-05	0	0	3e-05	0	1821.82619
1598	CRYGC	5.37041434168349	2	0.000237	4	0	0	1	1	6.5e-05	0	1517.122222
1599	CRYZ	5.29728125371008	1	0.000119	3	0	2e-06	0	0	3.8e-05	0	1538.445635
1600	CS	4.05271281016265	5	0.000594	21.2	10868.389168	0.000129	0	0	9.2e-05	23806.825785	2045.55119
1601	CSDC2	3.9248486287546	1	0.000119	154	0	8.4e-05	0	0	2.8e-05	0	2115.519048
1602	CSDE1	3.51929241362935	7	0.000831	75.857143	10506.536189	0.002634	0.142857	3	8.4e-05	23499.919098	2387.540476
1603	CSE1L	3.55146622343583	9	0.001069	49.555556	6229.698992	0.001388	0.083333	3	0.000108	12532.067379	2356.87381
1604	CSF1	4.22011159919269	5	0.000594	11.8	727.156983	8.9e-05	0.1	1	7.9e-05	1977.17411	1959.859524
1605	CSF1R	3.48498159800546	9	0.001069	83	3000.380765	0.001263	0.388889	14	0.00011	5252.049117	2412.252381
1606	CSF2RA	3.64098302267601	7	0.000831	57.428571	2385.383157	0.002722	0.190476	4	8.5e-05	5139.792464	2300.278571
1607	CSF2RB	3.4853377656417	18	0.002137	51.277778	14212.721272	0.000717	0.163399	25	0.000201	29281.380343	2419.952381
1608	CSF3	4.79722189243737	1	0.000119	9	0	3e-06	0	0	3e-05	0	1707.291667
1609	CSF3R	3.8246468004274	9	0.001069	37.444444	15424.694735	0.00016	0.083333	3	0.000131	31580.077456	2180.330952
1610	CSHL1	4.8695239225929	1	0.000119	5	0	4e-06	0	0	3.4e-05	0	1679.382937
1611	CSK	3.30927223079663	28	0.003325	40.107143	35481.327689	0.001424	0.058201	22	0.000321	70256.647562	2553.564286
1612	CSMD2	3.72575092009973	4	0.000475	106.25	198.52501	3e-04	0.333333	2	6.2e-05	310.637571	2246.555952
1613	CSN2	4.79674700225573	2	0.000237	5.5	1997.235359	3e-06	0	0	5.8e-05	4663.112781	1707.04246
1614	CSN3	4.08298705924255	1	0.000119	53	0	8e-05	0	0	2.7e-05	0	2023.408333
1615	CSNK1A1	3.21381930428588	31	0.003681	48.709677	71058.982452	0.00944	0.075269	35	0.00034	137898.362358	2636.747619
1616	CSNK1D	3.42811349875341	24	0.00285	33.291667	28095.73702	0.006853	0.09058	25	0.000248	56831.16567	2459.559524
1617	CSNK1E	3.35937314496023	26	0.003087	37.192308	45642.239243	0.007373	0.070769	23	0.000273	91763.945046	2514.483333
1618	CSNK1G3	4.87593494004511	1	0.000119	5	0	4e-06	0	0	3.3e-05	0	1677.286508
1619	CSNK2A1	2.98789030036804	99	0.011755	25.686869	509141.15379	0.006126	0.013605	66	0.001146	996951.217035	2872.028571
1620	CSNK2A2	3.11041196723258	53	0.006293	33	146841.703395	0.004384	0.024673	34	0.00059	278696.864619	2738.080952
1621	CSNK2B	3.22830345482607	46	0.005462	25.869565	156448.368508	0.003548	0.024155	25	0.000546	319661.792735	2628.82381
1622	CSPG4	3.9144010447584	8	0.00095	19.25	4130.764397	0.000114	0.035714	1	0.00012	9603.630983	2124.230952
1623	CSRNP2	4.7756143891725	1	0.000119	5	0	7e-06	0	0	3.4e-05	0	1716.753571
1624	CSRP1	3.99810043927342	3	0.000356	52	2005.071245	0.00062	0.333333	1	5.6e-05	4850.412384	2078.35
1625	CSRP2	3.98622818473228	1	0.000119	114	0	0.002083	0	0	2.5e-05	0	2081.497619
1626	CSRP3	5.34215837587558	1	0.000119	3	0	1e-06	0	0	3.9e-05	0	1524.201984
1627	CST3	3.89861094621869	7	0.000831	29.428571	10186.753124	0.000128	0.238095	5	0.000124	22808.7608	2137.647619
1628	CST7	4.6210376350469	2	0.000237	13.5	45.49173	3e-06	0	0	4.7e-05	79.537739	1776.864286
1629	CSTA	4.25252285408999	5	0.000594	15.2	10547.55448	1.7e-05	0	0	0.000103	21844.213423	1943.375
1630	CSTB	4.43511812893268	4	0.000475	11.5	79.015999	8e-06	0.666667	4	7.7e-05	143.749055	1856.986905
1631	CSTF1	3.64668170485575	19	0.002256	55.052632	4515.075308	0.005229	0.345029	59	0.000137	9568.915578	2315.839286
1632	CSTF2	3.61617001068503	26	0.003087	44.923077	7992.846163	0.00866	0.224615	73	0.000185	16902.06397	2332.540476
1633	CSTF2T	4.04998219161819	3	0.000356	47.333333	412.62466	0.000388	0	0	4.4e-05	1036.670003	2051.015476
1634	CSTF3	3.6002611895999	40	0.004749	49.45	5636.351956	0.012314	0.312821	244	0.000242	10753.706639	2350.392857
1635	CTBP1	3.55277217143536	22	0.002612	26.318182	46412.939996	0.000744	0.034632	8	0.000287	96450.467933	2372.016667
1636	CTBP1-DT	4.50587676599786	1	0.000119	35	0	9e-06	0	0	3.3e-05	0	1826.234921
1637	CTCF	3.74664608809213	5	0.000594	54.6	477.537585	0.000852	0.1	1	6e-05	1195.380742	2231.602381
1638	CTDP1	3.63053543867981	16	0.0019	44.625	12387.73636	0.003037	0.283333	34	0.000157	25729.184371	2317.228571
1639	CTDSP1	4.04962602398195	2	0.000237	72.5	974.475737	0.000512	0	0	4e-05	2247.181162	2059.344048
1640	CTDSPL	4.30761011516087	1	0.000119	33	0	6.5e-05	0	0	2.6e-05	0	1915.59881
1641	CTF1	4.47690846491749	2	0.000237	14	0	1.1e-05	1	1	4.6e-05	0	1838.470238
1642	CTGF	4.28362816098777	5	0.000594	12	1197.637214	5.6e-05	0.1	1	8.8e-05	3323.061863	1928.392857
1643	CTLA4	3.77988840080731	11	0.001306	30.727273	8231.778615	0.000225	0.127273	7	0.000139	17315.681327	2208.27619
1644	CTNNA1	3.44770271874629	19	0.002256	33.263158	27293.700074	0.001494	0.134503	23	0.000248	56849.191181	2435.95
1645	CTNNB1	2.95583521310697	114	0.013536	29.149123	694511.912597	0.004608	0.032138	207	0.001392	1318583.448121	2911.785714
1646	CTNNBIP1	3.72373263682773	6	0.000712	40.333333	7125.051809	0.000205	0.066667	1	8.5e-05	15021.400186	2239.183333
1647	CTNNBL1	3.55419684198029	45	0.005343	53.355556	3604.450223	0.015741	0.374747	371	0.000261	6934.51994	2385.728571
1648	CTNND1	3.35616763623412	21	0.002493	43.619048	35916.212511	0.002032	0.147619	31	0.00029	74038.723154	2510.314286
1649	CTNND2	3.63694645613202	7	0.000831	53.142857	12484.652179	0.000247	0.095238	2	0.000118	26330.15205	2304.247619
1650	CTPS1	3.79271043571174	2	0.000237	117	945.006284	0.00027	0	0	4e-05	1920.643605	2200.925
1651	CTR9	3.730737267007	19	0.002256	27.789474	3457.867616	0.001812	0.251462	43	0.000178	7742.59437	2251.12381
1652	CTRC	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
1653	CTRL	4.89908583640033	1	0.000119	7	0	3e-06	0	0	3.6e-05	0	1668.938095
1654	CTSB	4.0062922949068	14	0.001662	8	18595.591575	4.7e-05	0.043956	4	0.000246	41007.048643	2070.595238
1655	CTSC	5.02540662471803	1	0.000119	12	0	1e-06	0	0	3.3e-05	0	1625.708333
1656	CTSD	3.81586133206696	12	0.001425	16.75	17130.064368	0.000136	0.045455	3	0.000197	38774.310196	2183.363095
1657	CTSE	0.000356167636234121	1	0.000119	2	0	0	0	0	8.5e-05	0	1.5
1658	CTSG	3.99655704618307	13	0.001544	11	27741.520166	5e-05	0.012821	1	0.000214	57058.749305	2081.92619
1659	CTSK	4.34572005223792	4	0.000475	14.5	8183.03229	5.4e-05	0	0	8.1e-05	16743.449677	1902.391667
1660	CTSL	3.76314852190431	13	0.001544	19.538462	33223.235484	0.000133	0.038462	3	0.000221	71158.240227	2218.557143
1661	CTSS	3.99121453163956	4	0.000475	32.25	2510.557707	8.2e-05	0	0	7.3e-05	5902.672492	2077.313095
1662	CTTN	3.22747239700819	20	0.002375	76.45	38585.989263	0.00855	0.121053	23	0.000221	74506.371334	2620.888095
1663	CTTNBP2	3.87462899204559	11	0.001306	18.818182	1278.874621	0.000319	0.345455	19	0.000132	3400.29147	2145.434524
1664	CTTNBP2NL	3.91950611421109	10	0.001187	26.2	8334.320355	0.00028	0.466667	21	0.000132	16721.375916	2122.628571
1665	CTU1	5.49388578891131	2	0.000237	3	0	0	1	1	6.6e-05	0	1482.434127
1666	CTU2	5.49388578891131	2	0.000237	3	0	0	1	1	6.6e-05	0	1482.434127
1667	CUEDC1	4.37195773477383	1	0.000119	35	0	3.9e-05	0	0	3e-05	0	1885.961905
1668	CUEDC2	3.8695239225929	2	0.000237	67.5	59.609756	0.000115	0	0	3.8e-05	113.961382	2145.290476
1669	CUL1	3.24171910245756	52	0.006174	41.057692	132261.777888	0.01163	0.058824	78	0.000585	260305.158538	2625.895238
1670	CUL2	3.48771221654992	27	0.003206	45.259259	35169.264305	0.00679	0.071225	25	0.000295	71390.706081	2424.904762
1671	CUL3	3.78629941825953	10	0.001187	31.7	13095.626095	0.000936	0.022222	1	0.000135	26861.463762	2206.185714
1672	CUL4A	3.32328149115517	31	0.003681	55.774194	28472.388687	0.010095	0.182796	85	0.000281	53026.970799	2560.6
1673	CUL4B	3.37445090822747	38	0.004512	44.473684	52423.342278	0.010278	0.152205	107	0.00038	99907.581227	2526.904762
1674	CUL5	3.62246230559183	13	0.001544	41.769231	5317.708399	0.002505	0.051282	4	0.000142	12916.994487	2314.495238
1675	CUL7	3.88483913095097	18	0.002137	47.722222	6434.1538	0.003298	0.019608	3	0.000172	12302.551895	2152.896429
1676	CUL9	3.79045470734893	5	0.000594	53.4	2671.817274	0.000538	0	0	6.8e-05	7126.210933	2199.757143
1677	CUTA	3.81277454588626	2	0.000237	132	0	0.000855	1	1	3.8e-05	0	2189.420238
1678	CUTC	4.21512525228541	6	0.000712	9.166667	9039.725523	5e-05	0	0	0.000121	19013.948514	1959.533333
1679	CUX1	3.93446515493292	5	0.000594	33.4	11359.164197	0.000116	0	0	9.5e-05	23100.758135	2117.766667
1680	CUZD1	4.36982072895643	1	0.000119	55	0	1.7e-05	0	0	2.9e-05	0	1887.935714
1681	CWC22	3.45791285765167	50	0.005937	62.14	16094.249721	0.019912	0.446531	547	0.00029	29221.760976	2456.311905
1682	CWC27	4.06304167161344	7	0.000831	63.285714	4.398478	0.003191	0.619048	13	5.2e-05	9.339463	2051.875
1683	CWF19L1	4.37765641695358	1	0.000119	18	0	3e-05	0	0	3.1e-05	0	1879.002381
1684	CXADR	4.25097946099964	2	0.000237	21	409.069918	3.2e-05	0	0	4.4e-05	1010.838363	1943.040476
1685	CXCL1	4.84625430369227	3	0.000356	13	447.061601	2e-06	0	0	5.9e-05	1188.56988	1697.420238
1686	CXCL10	4.31639558352131	7	0.000831	14.571429	20503.456431	9e-06	0	0	0.000135	41236.077525	1922.359524
1687	CXCL12	3.90953342039653	10	0.001187	21.8	10524.746467	0.000104	0.111111	5	0.000136	21958.691493	2130.342857
1688	CXCL13	5.03086786180696	4	0.000475	3.5	10593.470966	1e-06	0	0	0.00013	23103.860354	1626.676587
1689	CXCL16	5.09782737741897	1	0.000119	16	0	2e-06	0	0	2.7e-05	0	1610.178571
1690	CXCL2	4.74023507063991	1	0.000119	7	0	6e-06	0	0	3.3e-05	0	1727.219048
1691	CXCL5	4.62020657722902	4	0.000475	13.5	1339.911962	5e-06	0.166667	1	6.9e-05	3036.467528	1784.296032
1692	CXCL6	4.62329336340971	3	0.000356	15.333333	253.75844	5e-06	0.333333	1	5.4e-05	400.514588	1781.622222
1693	CXCL8	4.3580671969607	8	0.00095	11	6291.488702	1.1e-05	0.071429	2	0.000127	14779.311586	1901.710714
1694	CXCL9	6.21797459337528	1	0.000119	3	0	0	0	0	4.7e-05	0	1305.825
1695	CXCR1	4.23139024100677	9	0.001069	21.222222	5427.845998	2.6e-05	0.194444	7	0.000127	12167.074889	1961.914286
1696	CXCR2	3.8079069215244	15	0.001781	24.466667	27499.125477	0.000161	0.085714	9	0.000187	58186.306986	2196.295238
1697	CXCR3	5.24539950136531	3	0.000356	4	9012.23503	0	0	0	0.000103	18541.634829	1560.86746
1698	CXCR4	3.4979223554553	24	0.00285	45.25	59350.775894	0.001274	0.155797	43	0.000263	114253.278821	2412.888095
1699	CXCR5	6.00344295381693	1	0.000119	4	0	0	0	0	4.6e-05	0	1351.687698
1700	CXCR6	4.125252285409	16	0.0019	62.8125	8537.310268	0.000109	0.35	42	0.000167	16973.41575	2028.765476
1701	CXXC1	3.74818948118248	12	0.001425	22.333333	8304.106337	0.000363	0.19697	13	0.000148	18586.029485	2228.72619
1702	CXXC5	3.89588032767423	3	0.000356	57.666667	131.028239	0.000194	0.666667	2	5.3e-05	280.923286	2135.44881
1703	CYB5A	4.37314496022795	7	0.000831	6	39617.360214	3.4e-05	0.047619	1	0.000189	78160.485544	1886.869048
1704	CYB5R1	4.06636590288496	2	0.000237	52	1614.485287	9.6e-05	0	0	4.5e-05	3594.354789	2038.09881
1705	CYB5R2	4.37765641695358	1	0.000119	39	0	1.6e-05	0	0	3e-05	0	1881.444048
1706	CYB5R3	4.50884482963315	2	0.000237	14	0	2.9e-05	1	1	5.4e-05	0	1825.121429
1707	CYBA	4.17784637302624	4	0.000475	28	8192	4e-05	0.5	3	9.4e-05	16384	1980.210714
1708	CYBB	4.00605484981598	4	0.000475	33.25	414.973516	7.5e-05	0.666667	4	7.5e-05	2156.453246	2067.997619
1709	CYC1	4.41766591475721	6	0.000712	9	806.239828	5.2e-05	0.733333	11	9.9e-05	2322.870104	1866.466667
1710	CYCS	3.54861688234596	21	0.002493	25.714286	87562.242554	0.001537	0.02381	5	0.000312	171046.247879	2370.664286
1711	CYFIP1	3.7056868099252	11	0.001306	36.636364	4830.862991	0.00142	0.309091	17	0.000132	10874.167374	2261.85
1712	CYFIP2	3.6878784281135	9	0.001069	36.555556	3401.562339	0.000448	0.138889	5	0.000114	7187.260724	2268.033333
1713	CYHR1	4.63172266413392	1	0.000119	9	0	7e-06	0	0	3.1e-05	0	1767.938095
1714	CYLD	3.87284815386442	3	0.000356	66.666667	0	0.00078	1	3	4.7e-05	0	2149.841667
1715	CYP11A1	3.87332304404606	4	0.000475	43.25	8956.016004	0.000176	0	0	8.5e-05	17662.381673	2148.972619
1716	CYP11B1	4.73429894336935	2	0.000237	9.5	8192	3e-06	0	0	8.1e-05	16384	1734.157143
1717	CYP11B2	5.70687403537932	1	0.000119	2	0	0	0	0	5.3e-05	0	1424.755159
1718	CYP1A1	4.4613558114686	3	0.000356	8.333333	1798.32627	2.3e-05	0	0	6.6e-05	4400.50735	1844.183333
1719	CYP1A2	6.19328030392972	1	0.000119	5	0	0	0	0	5.2e-05	0	1308.969048
1720	CYP1B1	4.90953342039653	1	0.000119	6	0	4e-06	0	0	3.6e-05	0	1665.773413
